Origin,"Terminal Destination",Occurrences
BOG,MDE,857
BOG,CLO,724
BOG,CTG,606
BOG,PTY,463
BOG,BAQ,459
CCS,PMV,449
BOG,ADZ,403
BOG,SMR,390
BOG,BGA,385
BOG,LIM,355
GRU,SSA,318
BOG,CUC,289
CCS,PZO,281
BOG,MEX,265
GRU,POA,241
GRU,REC,239
CCS,MAR,234
CCS,PTY,226
GRU,SCL,218
BOG,SCL,211
GRU,FOR,209
BOG,MIA,208
BOG,PEI,199
CCS,AUA,195
GRU,CWB,182
CCS,BLA,182
GRU,CNF,180
BOG,CCS,175
BOG,MTR,162
GRU,LIM,156
GRU,BSB,146
BOG,EYP,145
GRU,EZE,143
GRU,FLN,137
CCS,BOG,131
CCS,VIG,126
BOG,JFK,125
BOG,NVA,123
GRU,GIG,120
BOG,GYE,117
GRU,CGB,115
BOG,MZL,114
BOG,EOH,113
BOG,VUP,112
BOG,AXM,111
GRU,PTY,108
GRU,SDU,108
GRU,AEP,106
CCS,CUR,105
BOG,FLL,103
BOG,MAD,102
BOG,UIO,98
CCS,MUN,98
GRU,MIA,96
GRU,IST,94
GRU,VIX,93
GRU,BOG,93
GRU,MCZ,93
SAL,IAH,89
BOG,CUN,88
GRU,MAD,87
SAL,GUA,86
BOG,PSO,85
CCS,STD,85
BOG,SAL,79
GRU,IGU,78
BOG,EJA,78
SAL,SJO,78
CCS,BRM,78
GRU,MAO,77
BOG,IAH,76
BOG,PVA,74
SAL,PTY,74
GRU,BEL,72
GRU,DOH,72
BOG,LHR,72
CCS,MIA,71
BOG,GRU,70
GRU,AJU,66
GRU,NAT,64
SAL,LIM,64
BOG,AUC,63
GRU,GYN,62
BOG,EZE,59
SAL,FLL,57
GRU,CDG,55
GRU,DXB,54
BOG,SJO,53
GRU,MVD,53
GRU,ASU,50
GRU,SLZ,48
GRU,LIS,47
BOG,PPN,47
GRU,LHR,47
SAL,TGU,47
BOG,LET,46
GRU,CGR,45
CCS,LSP,45
SAL,LAX,44
BOG,RCH,43
GRU,NVT,43
CCS,LIM,43
BOG,TCO,42
GRU,JPA,41
GRU,BPS,41
GRU,FRA,41
SAL,MEX,41
GRU,MEX,40
BOG,PUJ,40
SAL,BOG,40
CCS,SDQ,40
BOG,BCN,39
SAP,SAL,39
GRU,MCO,38
CCS,MAD,38
BOG,IBE,37
GRU,UIO,35
GRU,RAO,35
SAL,MGA,35
CCS,EZE,34
BOG,BLB,33
BOG,GUA,32
SAP,GUA,32
GRU,JFK,31
SAL,SAP,31
CCS,CUM,31
SAP,TGU,31
BOG,CUZ,30
BOG,PUU,30
BOG,VVC,30
SAP,RTB,30
BOG,SDQ,29
BOG,FLA,29
GRU,VVI,28
BOG,UIB,28
GRU,MGF,27
BOG,MCO,27
SAP,FLL,27
GRU,IAD,25
GRU,AMS,25
BOG,GIG,24
SAL,IAD,24
SAL,MIA,23
BOG,AUA,22
BOG,CUR,22
CCS,LRV,22
CCS,POS,22
GRU,EWR,21
GRU,JNB,21
BOG,PMV,21
SAL,YYZ,21
SAL,UIO,21
CCS,HAV,21
GRU,IAH,20
GRU,LDB,20
BOG,LQM,20
GRU,THE,20
BOG,HAV,20
CCS,MEX,20
CCS,FLL,20
GRU,MUC,19
BOG,DFW,19
BOG,CDG,19
BOG,MVP,19
GRU,COR,19
GRU,DFW,18
BOG,LPB,18
GRU,FCO,17
GRU,ROS,17
BOG,LAX,17
BOG,IQT,17
CCS,CUN,17
CCS,SCL,17
CCS,GRU,17
CCS,CDG,17
CCS,SOM,17
GRU,CUN,16
GRU,AGT,16
BOG,RVE,16
SAL,RTB,16
SAL,ATL,16
CCS,JFK,16
CCS,GYE,16
GRU,ATL,15
GRU,DOU,15
GRU,ORD,15
GRU,ZRH,15
BOG,EWR,15
GRU,LAX,15
BOG,ATL,15
BOG,IAD,15
GRU,JOI,14
GRU,MXP,14
GRU,ADD,14
SAL,SFO,14
SAL,DFW,14
SAP,IAH,14
GRU,CCS,13
BOG,PCR,13
GRU,PLU,13
GRU,JDO,13
GRU,UDI,13
GRU,CAC,13
BOG,SFO,13
BOG,AQP,13
BOG,APO,13
BOG,BUN,13
BOG,GDL,13
GRU,PUJ,13
SAL,EWR,13
SAL,MDE,13
CCS,BNS,13
CCS,GEO,13
GRU,GYE,12
GRU,IOS,12
GRU,AUH,12
GRU,PPB,12
BOG,YYZ,12
GRU,RIA,12
GRU,CMN,12
BOG,VGZ,12
SAL,CLO,12
SAL,ORD,12
SAL,BZE,12
SAL,JFK,12
CCS,FCO,12
CCS,CLO,12
SAP,MIA,12
GRU,XAP,11
BOG,MTY,11
BOG,CZU,11
BOG,PAC,11
SAL,SCL,11
SAL,MAD,11
CCS,IAH,11
CCS,CAJ,11
SAP,PTY,11
BOG,MAR,10
GRU,BCN,10
GRU,YYZ,10
BOG,AEP,10
GRU,PET,10
BOG,ESM,10
BOG,BLA,10
BOG,PZO,10
SAL,HAV,10
CCS,CTG,10
BOG,ORD,9
BOG,GPI,9
GRU,CUZ,9
GRU,DTW,9
BOG,ANF,9
BOG,FRA,9
SAL,CCS,9
CCS,SAL,9
CCS,CZE,9
CCS,PYH,9
CCS,PUJ,9
SAP,MEX,9
SAP,JFK,9
GRU,JTC,8
GRU,PMW,8
GRU,AKL,8
BOG,SJU,8
SAL,GYE,8
SAL,LIR,8
CCS,SFD,8
CCS,MDE,8
GRU,VDC,7
BOG,SJE,7
BOG,MGA,7
BOG,VLN,7
BOG,BRM,7
GRU,SID,7
BOG,IQQ,7
GRU,MDZ,7
GRU,AUA,7
BOG,MID,7
SAL,LGA,7
CCS,MAO,7
GRU,PVH,6
GRU,OPO,6
GRU,CLO,6
GRU,IMP,6
GRU,TFF,6
BOG,MDZ,6
GRU,BOM,6
GRU,CMG,6
GRU,BRC,6
GRU,FEN,6
BOG,LGW,6
BOG,PDA,6
BOG,PIU,6
BOG,PMC,6
BOG,MVD,6
BOG,LAS,6
BOG,AMS,6
BOG,JUL,6
BOG,DOH,6
SAL,CLT,6
SAL,FRS,6
CCS,PEI,6
CCS,UIO,6
SAP,LCE,6
CCS,EWR,6
GRU,LAD,5
GRU,SJP,5
BOG,YUL,5
GRU,IZA,5
GRU,LIN,5
GRU,DCA,5
GRU,LGA,5
BOG,BSC,5
GRU,BKK,5
BOG,FOR,5
GRU,UBA,5
GRU,MCP,5
GRU,HAV,5
BOG,LSP,5
GRU,PNZ,5
BOG,IST,5
BOG,DXB,5
SAL,DEN,5
SAL,GRU,5
CCS,LIS,5
CCS,MGA,5
CCS,YYZ,5
CCS,BON,5
SAP,EWR,5
GRU,MGA,4
GRU,BOS,4
GRU,CRD,4
GRU,SJO,4
GRU,YUL,4
GRU,RGL,4
BOG,TPA,4
GRU,FLL,4
GRU,FTE,4
GRU,CTG,4
BOG,VSA,4
GRU,BAQ,4
BOG,LPD,4
BOG,BOS,4
GRU,MOC,4
BOG,CLT,4
BOG,MUC,4
GRU,PFB,4
BOG,CJA,4
BOG,TIJ,4
GRU,AFL,4
GRU,ANF,4
BOG,BRU,4
BOG,CCP,4
BOG,LGA,4
BOG,PTX,4
SAL,DTW,4
SAL,MCO,4
SAL,EZE,4
SAL,SEA,4
CCS,DFW,4
CCS,DAV,4
CCS,NAS,4
CCS,FRA,4
CCS,BWI,4
CCS,ATL,4
CCS,BOS,4
SAP,ATL,4
SAP,SJO,4
SAP,BOG,4
SAP,LIM,4
BOG,MEC,3
GRU,MSP,3
GRU,STT,3
GRU,VCE,3
GRU,ATM,3
GRU,MNL,3
GRU,MDE,3
GRU,CKS,3
GRU,SDQ,3
GRU,RBR,3
BOG,BJX,3
BOG,MSP,3
GRU,SJU,3
GRU,JUJ,3
GRU,COK,3
GRU,PHL,3
GRU,URG,3
GRU,IQQ,3
GRU,SAL,3
BOG,TFN,3
BOG,BWI,3
GRU,CPH,3
BOG,CUE,3
BOG,SCQ,3
BOG,ZRH,3
GRU,NAS,3
BOG,ICN,3
BOG,TRU,3
BOG,SAT,3
BOG,PEK,3
BOG,PVG,3
BOG,CUU,3
GRU,ICN,3
BOG,HKG,3
GRU,BVA,3
GRU,STM,3
GRU,LYS,3
GRU,PDP,3
BOG,MEL,3
BOG,COR,3
BOG,TGU,3
GRU,CPV,3
GRU,CGK,3
GRU,MED,3
BOG,RTB,3
GRU,PEK,3
GRU,AYT,3
GRU,CLE,3
BOG,GVA,3
BOG,DUB,3
GRU,BLA,3
BOG,PHL,3
BOG,IPC,3
