Origin,"Terminal Destination",Occurrences
SAP,DME,1
SAP,ALB,1
SAL,SLC,1
SAP,CLT,1
SAP,EWR,1
SAP,BWI,1
SAP,MCO,1
SAP,DEN,1
SAP,BOG,1
SAP,GYE,1
SAP,UII,1
SAL,CDG,1
SAP,DFW,1
SAP,BOS,1
SAP,TIJ,1
SAP,MBJ,1
SAP,SFO,1
SAP,PEU,1
SAP,HPN,1
SAP,DAL,1
CCS,KIN,1
SAL,ORF,1
CCS,LCG,1
SAL,XNA,1
SAL,SMR,1
CCS,SFO,1
SAL,LET,1
CCS,PSA,1
SAL,DAV,1
SAL,CRW,1
SAL,LIS,1
SAL,DOH,1
SAL,LBE,1
SAL,IPC,1
SAL,RIC,1
SAL,YWG,1
SAL,AQP,1
SAL,MVD,1
CCS,DXB,1
SAL,PHL,1
SAL,MTY,1
CCS,XRY,1
SAL,PEK,1
CCS,CAI,1
SAL,DXB,1
CCS,IST,1
SAL,DSM,1
SAL,AUH,1
SAL,TRU,1
SAL,SNA,1
CCS,EJA,1
SAL,PJM,1
SAL,RDU,1
SAL,FRA,1
SAL,LOH,1
CCS,BLQ,1
SAL,NRT,1
CCS,TLH,1
SAL,STL,1
SAL,GSO,1
CCS,LGW,1
SAL,ZIH,1
CCS,DUS,1
CCS,DUB,1
CCS,RBA,1
CCS,TIJ,1
SAL,GIG,1
SAL,PDX,1
CCS,GCM,1
SAL,DCA,1
CCS,MSY,1
CCS,LIN,1
SAL,DAL,1
SAL,QRO,1
CCS,LIR,1
CCS,BCN,1
CCS,FUE,1
CCS,CUC,1
SAL,AUS,1
CCS,SLU,1
SAL,BNA,1
CCS,MTY,1
CCS,NAS,1
CCS,VUP,1
SAL,MLM,1
SAL,PIU,1
SAL,SMF,1
SAL,BVA,1
SAL,GDL,1
CCS,ZRH,1
SAL,OGG,1
SAL,CUU,1
SAL,BOS,1
CCS,PRG,1
CCS,VLV,1
SAL,PCL,1
CCS,CMN,1
CCS,DOH,1
SAL,EVV,1
SAL,GCM,1
SAL,MCI,1
SAL,BRU,1
SAL,COR,1
SAL,NAS,1
SAL,LTX,1
CCS,PEK,1
SAL,LEI,1
SAL,PBI,1
CCS,ACA,1
CCS,MSP,1
CCS,BOS,1
CCS,LPL,1
CCS,LHR,1
CCS,SNA,1
CCS,SCU,1
CCS,TCO,1
CCS,KEF,1
CCS,BGI,1
CCS,YUL,1
CCS,SOF,1
CCS,BSB,1
CCS,BWI,1
CCS,ARN,1
CCS,SXM,1
CCS,ACE,1
CCS,KWI,1
CCS,PDA,1
CCS,GUA,1
CCS,COR,1
CCS,NUE,1
CCS,GND,1
CCS,BAH,1
CCS,IAD,1
CCS,NVA,1
