Origin,"Terminal Destination",Occurrences
BOG,MDE,766
BOG,CLO,641
BOG,CTG,515
BOG,PTY,419
BOG,BAQ,381
GRU,SSA,374
BOG,ADZ,367
CCS,PMV,364
BOG,BGA,349
GRU,REC,319
BOG,LIM,306
BOG,SMR,305
GRU,POA,294
GRU,FOR,292
BOG,CUC,262
CCS,PZO,241
BOG,MIA,232
GRU,SCL,224
CCS,MAR,223
BOG,PEI,215
BOG,MEX,212
GRU,CNF,208
BOG,SCL,202
CCS,PTY,200
BOG,MTR,185
GRU,GIG,183
GRU,CWB,176
CCS,AUA,169
GRU,LIM,163
GRU,BSB,160
GRU,EZE,153
BOG,CCS,153
GRU,MIA,151
BOG,JFK,143
BOG,EYP,142
GRU,MCZ,139
GRU,IST,135
GRU,FLN,134
CCS,BLA,132
BOG,FLL,131
GRU,VIX,129
CCS,BOG,127
GRU,AEP,125
GRU,CGB,118
BOG,EOH,113
BOG,NVA,111
GRU,PTY,110
GRU,SDU,107
BOG,MZL,107
BOG,CUN,106
GRU,NAT,99
BOG,VUP,98
BOG,PSO,96
BOG,AXM,95
CCS,VIG,95
GRU,BOG,93
GRU,IGU,93
GRU,BEL,93
CCS,MIA,91
GRU,DXB,90
BOG,MAD,88
GRU,MAO,87
BOG,GYE,87
CCS,CUR,87
BOG,GRU,86
CCS,BRM,83
SAL,IAH,80
GRU,DOH,79
CCS,MUN,79
GRU,AJU,77
GRU,MAD,77
GRU,GYN,75
GRU,MVD,75
SAL,FLL,74
BOG,UIO,73
GRU,CDG,72
GRU,JPA,71
SAL,PTY,71
CCS,STD,71
GRU,LHR,70
GRU,ASU,69
BOG,SAL,66
SAL,SJO,66
SAL,GUA,66
BOG,AUC,64
BOG,BCN,62
GRU,SLZ,62
GRU,LIS,61
GRU,BPS,57
GRU,CGR,57
BOG,PVA,57
GRU,MEX,56
BOG,EZE,56
BOG,LHR,52
GRU,FRA,51
SAL,LAX,51
GRU,NVT,50
BOG,SJO,50
SAL,TGU,50
CCS,LSP,50
GRU,MCO,49
SAL,LIM,49
BOG,TCO,46
BOG,IAH,46
GRU,MGF,44
BOG,EJA,44
CCS,MAD,44
SAL,MEX,42
GRU,UIO,41
BOG,RCH,39
BOG,LET,39
BOG,IBE,39
BOG,PPN,38
CCS,HAV,38
GRU,THE,37
SAP,FLL,36
SAP,SAL,36
GRU,JFK,35
SAL,BOG,35
BOG,SDQ,34
BOG,BLB,34
SAL,MGA,34
CCS,EZE,34
GRU,AMS,32
GRU,RAO,32
BOG,CDG,32
SAL,DFW,32
BOG,VVC,31
SAL,MIA,31
CCS,SDQ,31
GRU,VVI,28
GRU,LDB,28
CCS,LRV,28
BOG,AUA,27
BOG,CUZ,27
BOG,LPB,27
BOG,PUJ,27
GRU,IAD,27
GRU,CAC,26
SAL,IAD,26
SAP,GUA,26
SAP,TGU,26
GRU,AGT,25
GRU,ADD,25
GRU,CUN,25
BOG,ATL,25
CCS,IAH,24
GRU,PET,23
GRU,COR,23
BOG,UIB,23
GRU,FCO,23
GRU,IOS,23
SAL,SAP,23
CCS,MEX,23
BOG,DFW,22
SAL,ORD,22
SAL,SFO,22
SAP,IAH,22
GRU,MXP,21
SAL,CLO,21
SAL,YYZ,21
CCS,CUM,21
GRU,ORD,20
BOG,GUA,20
BOG,FLA,20
GRU,IAH,20
BOG,HAV,20
BOG,EWR,20
CCS,CDG,20
GRU,EWR,19
BOG,YYZ,19
GRU,DFW,19
BOG,CUR,19
GRU,BCN,19
BOG,IAD,19
CCS,LIM,19
GRU,MUC,18
GRU,LAX,18
BOG,MCO,18
BOG,IQT,18
SAL,MDE,18
GRU,PVH,17
GRU,JNB,17
BOG,LAX,17
BOG,GIG,17
BOG,PUU,17
GRU,JDO,17
BOG,RVE,17
CCS,POS,17
CCS,FLL,17
GRU,ZRH,16
GRU,UDI,16
GRU,PPB,16
SAL,EWR,16
SAL,BZE,16
CCS,SAL,16
CCS,GYE,16
BOG,MAR,15
GRU,ATL,14
GRU,CMN,14
GRU,PLU,14
BOG,APO,14
GRU,PUJ,14
BOG,MVP,14
BOG,FRA,14
GRU,GYE,14
SAL,UIO,14
CCS,SOM,14
GRU,AUH,13
BOG,PMV,13
GRU,IMP,13
SAP,MIA,13
GRU,XAP,12
BOG,PZO,12
GRU,RIA,12
BOG,LQM,12
BOG,VGZ,12
CCS,CUN,12
CCS,BNS,12
CCS,PYH,12
CCS,MDE,12
CCS,JFK,12
GRU,PNZ,11
GRU,DOU,11
GRU,FEN,11
BOG,VLN,11
BOG,LGA,11
SAL,RTB,11
SAL,MAD,11
SAP,RTB,11
CCS,SCL,11
BOG,SJU,10
BOG,CZU,10
GRU,MCP,10
BOG,GDL,10
BOG,BLA,10
GRU,ROS,10
BOG,SFO,10
GRU,LAD,10
SAL,HAV,10
CCS,SFD,10
CCS,GEO,10
GRU,BVB,9
GRU,DTW,9
GRU,CUZ,9
BOG,PDA,9
GRU,JOI,9
BOG,GPI,9
CCS,GRU,9
CCS,AMS,9
CCS,FCO,9
CCS,MAO,9
CCS,CZE,9
GRU,YYZ,8
GRU,OPS,8
GRU,CMG,8
BOG,AEP,8
BOG,AQP,8
BOG,ESM,8
BOG,BUN,8
SAL,EZE,8
SAL,FRS,8
SAP,ATL,8
SAP,MEX,8
CCS,UIO,8
GRU,MDZ,7
BOG,FOR,7
BOG,PCR,7
GRU,JTC,7
GRU,PMW,7
GRU,CCP,7
GRU,CCS,7
BOG,BOS,7
BOG,MGA,7
BOG,COR,7
GRU,VDC,7
SAL,LGA,7
SAL,JFK,7
SAP,PTY,7
CCS,PUJ,7
CCS,LFR,7
CCS,BON,7
CCS,LIS,7
CCS,DFW,7
CCS,CAJ,7
GRU,PVG,6
GRU,MAB,6
BOG,CCP,6
BOG,ORD,6
GRU,SJP,6
GRU,DEL,6
BOG,TPP,6
GRU,SAL,6
GRU,SJO,6
GRU,RBR,6
GRU,CLT,6
SAL,ATL,6
SAL,LAS,6
SAL,PHX,6
SAL,LIR,6
SAP,JFK,6
CCS,SJO,6
CCS,FRA,6
CCS,BAQ,6
CCS,CTG,6
GRU,CAI,5
GRU,GUA,5
BOG,MDZ,5
BOG,SAP,5
BOG,FCO,5
GRU,AKL,5
GRU,BRA,5
GRU,MDE,5
GRU,TXL,5
GRU,MOC,5
BOG,DXB,5
GRU,ICN,5
GRU,SFO,5
BOG,TGU,5
BOG,YUL,5
BOG,PTX,5
BOG,IQQ,5
BOG,LMC,5
GRU,GVR,5
GRU,ZCO,5
BOG,BWI,5
SAL,CCS,5
SAP,LCE,5
SAP,LIM,5
CCS,MCO,5
CCS,EWR,5
SAL,GYE,5
CCS,CLO,5
CCS,ADZ,5
BOG,LRV,4
GRU,GVA,4
BOG,SJE,4
GRU,SID,4
GRU,BAQ,4
BOG,TGZ,4
BOG,CUE,4
GRU,RUH,4
BOG,PAC,4
BOG,PHX,4
GRU,KWI,4
BOG,DOH,4
BOG,DEN,4
GRU,ORY,4
GRU,IKA,4
GRU,SLA,4
GRU,ZAL,4
GRU,OPO,4
GRU,TPA,4
GRU,PEK,4
BOG,MTY,4
BOG,PIU,4
BOG,TAM,4
BOG,LAS,4
BOG,DTW,4
BOG,LGW,4
BOG,ASU,4
BOG,PEK,4
BOG,SEA,4
GRU,NAS,4
GRU,FLL,4
BOG,YVR,4
GRU,CLO,4
GRU,ATM,4
BOG,SFD,4
BOG,ZRH,4
BOG,LSP,4
BOG,MAN,4
GRU,SVO,4
BOG,CJC,4
SAL,LHR,4
SAL,DTW,4
SAP,ORD,4
CCS,ATL,4
CCS,TAB,4
SAL,CLT,4
CCS,MGA,4
GRU,LGA,3
GRU,COK,3
GRU,CPO,3
GRU,CJS,3
GRU,SAW,3
GRU,ARI,3
GRU,BOS,3
GRU,NQN,3
GRU,ROO,3
GRU,SMR,3
GRU,LAS,3
GRU,LPB,3
BOG,CMN,3
GRU,TJA,3
GRU,PMC,3
GRU,AFL,3
GRU,ANF,3
BOG,CLT,3
BOG,HMO,3
GRU,NCE,3
GRU,BRC,3
GRU,IND,3
BOG,LIS,3
BOG,NRT,3
BOG,CME,3
BOG,GVA,3
GRU,FTE,3
BOG,PAP,3
GRU,TZX,3
BOG,HKG,3
BOG,VVI,3
GRU,TFF,3
GRU,CJC,3
GRU,CUR,3
GRU,PMI,3
BOG,ARI,3
BOG,JUL,3
GRU,CPT,3
BOG,MUN,3
GRU,BOM,3
BOG,IST,3
BOG,VSA,3
BOG,MVD,3
BOG,CHS,3
GRU,TLV,3
GRU,STM,3
BOG,POA,3
GRU,TRV,3
GRU,HEL,3
GRU,IQQ,3
BOG,SDU,3
GRU,DUS,3
BOG,PMC,3
GRU,BLQ,3
GRU,URG,3
BOG,ZCO,3
GRU,MGA,3
BOG,NAS,3
BOG,CIX,3
GRU,NCL,3
GRU,LGW,3
GRU,MBJ,3
BOG,IPC,3
SAL,CTG,3
SAL,IST,3
SAP,PAP,3
SAP,SJO,3
SAL,MSP,3
SAL,TPE,3
CCS,YYZ,3
CCS,SMR,3
CCS,DCA,3
CCS,CLT,3
CCS,BGA,3
CCS,OPO,3
CCS,FNC,3
CCS,VIE,3
GRU,PIU,2
GRU,HAV,2
GRU,VIE,2
GRU,DEN,2
GRU,STT,2
BOG,WAW,2
BOG,ADD,2
GRU,ARN,2
BOG,BEL,2
GRU,AUA,2
GRU,CMB,2
GRU,RDU,2
GRU,SIN,2
GRU,OSL,2
GRU,CFB,2
BOG,TIJ,2
GRU,CTA,2
BOG,STL,2
BOG,VIX,2
BOG,GYN,2
GRU,VKO,2
GRU,CPH,2
BOG,XRY,2
GRU,KIX,2
BOG,CLE,2
GRU,JED,2
BOG,MID,2
GRU,CUC,2
GRU,BKK,2
GRU,MLE,2
BOG,SAN,2
BOG,CGN,2
BOG,USH,2
GRU,CCJ,2
GRU,CAN,2
GRU,MRS,2
BOG,HUX,2
BOG,CNF,2
GRU,PMY,2
GRU,PAP,2
GRU,CMI,2
BOG,STI,2
GRU,VLC,2
GRU,LUX,2
GRU,MAN,2
BOG,LYS,2
GRU,MCT,2
BOG,MBJ,2
BOG,BDL,2
GRU,DUB,2
BOG,EYW,2
GRU,HND,2
GRU,BNA,2
GRU,OAL,2
GRU,BIO,2
BOG,ICN,2
GRU,MTY,2
BOG,BNA,2
BOG,TPA,2
GRU,POS,2
GRU,LBV,2
GRU,KHI,2
GRU,YUL,2
BOG,LPD,2
GRU,PHL,2
BOG,DCA,2
GRU,REX,2
GRU,AFA,2
GRU,JAN,2
GRU,MEA,2
GRU,RGL,2
BOG,CUU,2
BOG,BIO,2
BOG,TRC,2
BOG,MLM,2
BOG,GCM,2
GRU,BGA,2
GRU,IPN,2
GRU,JUJ,2
GRU,TUC,2
BOG,CBB,2
BOG,RTB,2
GRU,PRG,2
BOG,BRU,2
BOG,CPH,2
GRU,TJL,2
BOG,CPO,2
GRU,TXF,2
BOG,CWB,2
GRU,SVQ,2
GRU,ODS,2
BOG,MUC,2
GRU,ADB,2
BOG,LAP,2
GRU,PFB,2
BOG,ORY,2
BOG,TAP,2
GRU,MSP,2
BOG,DAV,2
GRU,LUO,2
BOG,VIE,2
BOG,REX,2
BOG,KIN,2
GRU,LPA,2
GRU,SAP,2
GRU,BRU,2
GRU,MII,2
BOG,YOW,2
SAL,OAK,2
SAL,MCO,2
SAL,DEN,2
SAL,TPA,2
SAP,CLO,2
SAP,LGA,2
SAP,LHR,2
SAP,HAV,2
SAL,PAC,2
SAL,BAQ,2
SAL,LPB,2
SAL,CAN,2
SAL,IND,2
SAL,MXP,2
SAL,SAN,2
SAL,AMS,2
CCS,ORD,2
CCS,DTW,2
CCS,BUD,2
CCS,DEN,2
SAL,CUN,2
SAL,PVG,2
SAL,EYP,2
CCS,LAS,2
CCS,MDZ,2
SAL,HND,2
CCS,ANU,2
CCS,SJU,2
CCS,YHM,2
SAL,CUC,2
SAL,BWI,2
CCS,PHL,2
SAL,AUA,2
SAL,SDQ,2
CCS,LGA,2
CCS,LAX,2
CCS,CTA,2
CCS,POA,2
CCS,DAV,2
GRU,NOV,1
GRU,HKG,1
GRU,NRT,1
BOG,MKE,1
GRU,KIN,1
GRU,RSW,1
BOG,SCY,1
GRU,KOA,1
GRU,MRU,1
GRU,BON,1
GRU,BLR,1
GRU,MXL,1
GRU,TBP,1
GRU,TGU,1
BOG,OTP,1
GRU,DWC,1
BOG,LBE,1
GRU,SGN,1
BOG,ATH,1
GRU,NKT,1
GRU,FIH,1
GRU,SEZ,1
GRU,HAM,1
BOG,BEG,1
GRU,CMH,1
GRU,DMM,1
GRU,SEA,1
BOG,EDI,1
GRU,RHD,1
BOG,SMF,1
GRU,TUN,1
BOG,UDI,1
GRU,OOL,1
GRU,DAR,1
GRU,LOS,1
GRU,BUF,1
BOG,SAW,1
BOG,SVQ,1
GRU,CAK,1
GRU,BGY,1
GRU,DAL,1
GRU,BRI,1
BOG,NAP,1
BOG,ABQ,1
GRU,CTG,1
BOG,AYT,1
GRU,EQS,1
BOG,LED,1
GRU,CLE,1
BOG,ZLO,1
GRU,MKE,1
GRU,ALG,1
GRU,EBL,1
BOG,ICT,1
GRU,KTM,1
BOG,IND,1
BOG,CAE,1
GRU,OKC,1
BOG,TLV,1
BOG,CJS,1
GRU,BWI,1
GRU,ISU,1
BOG,SPC,1
GRU,CAW,1
BOG,BTV,1
GRU,YOW,1
GRU,PHX,1
GRU,CRD,1
GRU,GRX,1
GRU,GZT,1
GRU,TGZ,1
BOG,LMM,1
BOG,JTC,1
GRU,PEI,1
BOG,ROS,1
GRU,PMO,1
GRU,PUQ,1
GRU,DAV,1
GRU,DCA,1
BOG,TZL,1
GRU,CJA,1
GRU,BVH,1
BOG,SVD,1
GRU,ADL,1
GRU,AUS,1
BOG,TUL,1
BOG,BRC,1
BOG,OSL,1
GRU,TGI,1
GRU,ITB,1
GRU,SCQ,1
BOG,FRS,1
GRU,CVM,1
GRU,GCM,1
GRU,GLA,1
GRU,CUU,1
GRU,TPE,1
BOG,MSP,1
BOG,SSA,1
BOG,CCC,1
GRU,WAW,1
GRU,CAB,1
GRU,CIX,1
GRU,TFS,1
GRU,LYS,1
BOG,PIT,1
BOG,VGO,1
BOG,BSC,1
GRU,RIX,1
GRU,GDL,1
BOG,TUS,1
BOG,VCP,1
GRU,KBP,1
GRU,DKR,1
GRU,PSA,1
BOG,FAI,1
GRU,VGO,1
BOG,PDX,1
BOG,SVI,1
GRU,BLA,1
BOG,MTB,1
BOG,TME,1
BOG,POS,1
GRU,BEY,1
GRU,LBA,1
GRU,WDH,1
BOG,CJA,1
BOG,CEN,1
GRU,ESB,1
BOG,ZAG,1
GRU,SDQ,1
GRU,CPV,1
GRU,PSO,1
BOG,VER,1
BOG,TCQ,1
GRU,SAN,1
BOG,MSY,1
BOG,IGU,1
GRU,CUE,1
BOG,CZE,1
BOG,RUH,1
GRU,TER,1
BOG,LPA,1
GRU,STN,1
GRU,MSY,1
GRU,PMV,1
BOG,CUL,1
BOG,ANS,1
GRU,ACE,1
BOG,LOH,1
BOG,BLQ,1
BOG,BUF,1
GRU,AYT,1
GRU,OVD,1
GRU,CGK,1
BOG,DEL,1
BOG,SNU,1
GRU,IZA,1
BOG,ZCL,1
BOG,TTN,1
GRU,MNL,1
BOG,BJX,1
BOG,HND,1
GRU,CTM,1
GRU,XMS,1
GRU,VLN,1
GRU,CCU,1
BOG,AMS,1
GRU,CBB,1
GRU,PLS,1
GRU,BHM,1
BOG,RDU,1
BOG,THE,1
BOG,DGO,1
BOG,PCL,1
BOG,ANF,1
BOG,LIR,1
GRU,MAR,1
BOG,CAJ,1
GRU,ABJ,1
GRU,PWM,1
BOG,YTZ,1
GRU,ADA,1
BOG,SJD,1
GRU,NTE,1
GRU,KBL,1
GRU,YHZ,1
GRU,ATH,1
GRU,PAV,1
GRU,GYD,1
GRU,ZAG,1
GRU,STW,1
GRU,PIT,1
GRU,IPC,1
GRU,VCE,1
BOG,FEN,1
BOG,SAT,1
GRU,STI,1
GRU,HYD,1
GRU,VAS,1
GRU,BOD,1
GRU,IQT,1
GRU,FPO,1
GRU,IFN,1
BOG,MOB,1
GRU,AGU,1
GRU,DAC,1
BOG,CTM,1
BOG,PBC,1
GRU,TFN,1
BOG,AUS,1
GRU,DJE,1
GRU,BHI,1
GRU,CAE,1
GRU,RAI,1
GRU,TAM,1
GRU,STR,1
GRU,KIV,1
GRU,DUR,1
GRU,EVV,1
BOG,BHX,1
GRU,FLR,1
BOG,CGR,1
BOG,SCQ,1
BOG,HAM,1
GRU,SYD,1
GRU,TBT,1
BOG,BRM,1
GRU,RGA,1
BOG,SXM,1
GRU,EYW,1
BOG,TPQ,1
GRU,BJX,1
GRU,NLA,1
BOG,ACA,1
GRU,TNG,1
BOG,TFN,1
BOG,YTS,1
GRU,HNL,1
GRU,ACC,1
BOG,YYC,1
GRU,PEW,1
BOG,YQY,1
BOG,MXP,1
BOG,MZT,1
BOG,YEG,1
BOG,LKO,1
BOG,LRM,1
GRU,USH,1
GRU,PDS,1
GRU,PLZ,1
GRU,XRY,1
GRU,BZE,1
BOG,ARN,1
GRU,AQJ,1
BOG,ZIH,1
BOG,TPE,1
GRU,SVG,1
BOG,WMI,1
BOG,SLC,1
GRU,HBE,1
GRU,OAK,1
GRU,ADZ,1
GRU,OCC,1
BOG,BSB,1
BOG,LTX,1
GRU,ELQ,1
BOG,POP,1
GRU,LHE,1
BOG,REC,1
GRU,FNC,1
GRU,BGI,1
GRU,BLL,1
BOG,EVN,1
GRU,SAV,1
GRU,CRL,1
BOG,OAX,1
GRU,RES,1
SAL,YEG,1
SAL,CLE,1
SAL,PAP,1
SAL,ICT,1
BOG,CMH,1
BOG,RAI,1
SAL,ASU,1
BOG,AGU,1
SAL,YHZ,1
BOG,LUX,1
SAL,YYC,1
SAL,BHM,1
SAL,SEA,1
SAL,FON,1
BOG,DME,1
SAP,HNL,1
SAL,BGO,1
SAP,BDL,1
SAL,GRU,1
SAL,TZA,1
SAL,JAX,1
SAL,SCL,1
SAP,PSP,1
SAP,YYZ,1
SAP,DXB,1
SAP,CDG,1
