Origin,"Terminal Destination",Occurrences
BOG,MDE,775
BOG,CLO,589
BOG,CTG,554
BOG,PTY,446
BOG,BAQ,440
GRU,SSA,383
BOG,BGA,370
CCS,PMV,369
GRU,REC,340
BOG,ADZ,330
BOG,LIM,321
BOG,SMR,293
GRU,POA,288
GRU,FOR,269
GRU,SCL,262
BOG,CUC,255
CCS,PZO,248
BOG,MEX,247
BOG,MIA,237
CCS,MAR,218
GRU,CNF,212
GRU,CWB,205
BOG,PEI,198
CCS,PTY,195
GRU,GIG,186
BOG,SCL,179
GRU,BSB,171
CCS,AUA,169
BOG,MTR,154
GRU,EZE,154
GRU,MIA,154
BOG,CCS,152
BOG,JFK,143
GRU,LIM,141
CCS,BLA,138
GRU,FLN,138
BOG,EYP,134
GRU,CGB,130
GRU,PTY,127
GRU,SDU,123
CCS,BOG,122
GRU,AEP,122
GRU,VIX,121
BOG,NVA,114
BOG,GYE,114
GRU,IST,113
GRU,MCZ,110
BOG,EOH,104
BOG,AXM,103
BOG,FLL,102
BOG,MAD,101
BOG,MZL,100
CCS,CUR,99
GRU,BEL,98
SAL,IAH,95
CCS,VIG,94
GRU,IGU,93
GRU,DXB,93
CCS,STD,90
GRU,CGR,89
SAL,GUA,88
CCS,MUN,88
BOG,PSO,87
GRU,BOG,85
BOG,CUN,83
BOG,VUP,82
GRU,SLZ,80
GRU,NAT,80
GRU,AJU,79
BOG,GRU,78
CCS,BRM,76
SAL,SJO,75
GRU,CDG,75
SAL,PTY,74
GRU,MAO,73
GRU,MAD,71
BOG,LHR,70
GRU,BPS,70
BOG,PVA,67
BOG,UIO,66
GRU,DOH,66
CCS,MIA,65
GRU,LIS,63
SAL,LIM,62
GRU,ASU,61
GRU,MVD,61
SAL,LAX,56
GRU,LHR,56
BOG,EJA,55
GRU,FRA,55
BOG,SAL,54
GRU,GYN,54
BOG,AUC,52
BOG,EZE,52
BOG,IAH,52
GRU,JPA,52
SAL,FLL,51
GRU,JFK,51
GRU,MCO,49
BOG,LET,48
BOG,PUJ,45
BOG,BLB,45
BOG,SJO,45
CCS,MAD,44
GRU,NVT,43
BOG,PPN,41
CCS,LSP,41
BOG,TCO,40
CCS,EZE,40
GRU,THE,38
GRU,IAD,38
SAL,MGA,37
GRU,MEX,37
SAL,BOG,36
SAP,SAL,35
BOG,SDQ,35
SAL,MEX,35
BOG,BCN,35
BOG,RCH,35
GRU,AMS,35
BOG,IBE,34
GRU,UIO,34
BOG,CUZ,33
SAL,MIA,32
GRU,MGF,32
GRU,LDB,32
SAL,TGU,31
CCS,LIM,31
CCS,LRV,31
GRU,EWR,30
BOG,PUU,29
BOG,MCO,29
GRU,FCO,29
CCS,SDQ,27
GRU,COR,27
GRU,RAO,27
GRU,AUH,27
SAP,GUA,26
SAP,TGU,26
BOG,UIB,26
BOG,DFW,26
CCS,HAV,26
SAP,FLL,25
BOG,ATL,25
CCS,CUM,25
SAP,IAH,24
SAL,DFW,24
BOG,FLA,24
BOG,AUA,24
BOG,LAX,24
CCS,POS,24
GRU,IAH,24
GRU,ORD,23
BOG,VVC,22
BOG,GUA,22
GRU,JNB,22
SAL,YYZ,21
GRU,XAP,21
BOG,CUR,20
SAL,SFO,20
GRU,ADD,20
GRU,IOS,20
GRU,MXP,20
BOG,PMV,19
BOG,EWR,19
BOG,HAV,19
CCS,MEX,19
