Origin,"Origin Name","Origin City","Origin State","Origin Country",Destination,"Destination Name","Destination City","Destination State","Destination Country","Direct Flights","Total Seats"
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,LDB,"Jose Richa",Londrina,PR,Brazil,53,51600
BOG,"El Dorado Intl",Bogota,,Colombia,AUC,"Santiago Perez Quiroz",Arauca,,Colombia,50,50604
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,ZRH,Zurich,Zurich,,Switzerland,12,50370
BOG,"El Dorado Intl",Bogota,,Colombia,BLB,"Panama Pacifico",Balboa,,Panama,9,48867
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,IAH,"George Bush Intercontinental",Houston-Intercontinental,TX,"United States",8,48477
SAL,"El Salvador Intl","San Salvador",,"El Salvador",SFO,"San Francisco Intl","San Francisco",CA,"United States",20,47670
BOG,"El Dorado Intl",Bogota,,Colombia,CDG,"Charles De Gaulle","Paris-De Gaulle",,France,5,46475
SAL,"El Salvador Intl","San Salvador",,"El Salvador",MDE,"Jose Marie Cordova",Medellin,,Colombia,12,46440
CCS,"Simon Bolivar International",Caracas,,Venezuela,CDG,"Charles De Gaulle","Paris-De Gaulle",,France,17,45973
SAL,"El Salvador Intl","San Salvador",,"El Salvador",DFW,"Dallas/Ft Worth Intl","Dallas/Fort Worth",TX,"United States",27,44706
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,VVI,"Viru Viru Intl","Santa Cruz-Viru Viru",,Bolivia,16,43802
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,CAC,"A.Mendes da Silva",Cascavel,PR,Brazil,25,43146
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,DFW,"Dallas/Ft Worth Intl","Dallas/Fort Worth",TX,"United States",6,43014
CCS,"Simon Bolivar International",Caracas,,Venezuela,CUM,"Antonio Jose de Sucre",Cumana,,Venezuela,5,42687
BOG,"El Dorado Intl",Bogota,,Colombia,GUA,"La Aurora International","Guatemala City",,Guatemala,18,42670
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,JNB,"O.R. Tambo International Airport",Johannesburg,,"South Africa",58,42303
BOG,"El Dorado Intl",Bogota,,Colombia,IAD,"Dulles International",Washington-Dulles,VA,"United States",6,40680
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,MGF,"Silvio Name Jr.",Maringa,PR,Brazil,40,40027
BOG,"El Dorado Intl",Bogota,,Colombia,LPB,"El Alto International","La Paz",,Bolivia,14,39840
SAL,"El Salvador Intl","San Salvador",,"El Salvador",JFK,"John F Kennedy Intl","New York-JFK",NY,"United States",16,39498
BOG,"El Dorado Intl",Bogota,,Colombia,PUU,"Tres de Mayo","Puerto Asis",,Colombia,39,38882
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,UDI,"Cesar Bombonato",Uberlandia,MG,Brazil,31,38527
BOG,"El Dorado Intl",Bogota,,Colombia,IAH,"George Bush Intercontinental",Houston-Intercontinental,TX,"United States",19,37826
BOG,"El Dorado Intl",Bogota,,Colombia,HAV,"Jose Marti Intl",Havana,,Cuba,24,37469
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,COR,"Pajas Blancas",Cordoba,CD,Argentina,31,36843
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,PPB,"Presidente Prudente","Presidente Prudente",SP,Brazil,13,36678
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,JOI,"Lauro Carneiro Loyola",Joinville,SC,Brazil,50,35962
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,ORD,"O'Hare International",Chicago-O'Hare,IL,"United States",5,35872
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,BCN,Barcelona,Barcelona,,Spain,12,35675
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,MXP,Malpensa,Milan-Malpensa,,Italy,11,34471
CCS,"Simon Bolivar International",Caracas,,Venezuela,LRV,"Los Roques","Los Roques",,Venezuela,25,34368
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,YYZ,"Lester B. Pearson Intl",Toronto,ON,Canada,6,33246
SAL,"El Salvador Intl","San Salvador",,"El Salvador",YYZ,"Lester B. Pearson Intl",Toronto,ON,Canada,29,32984
SAL,"El Salvador Intl","San Salvador",,"El Salvador",GYE,"Jose Joaquin de Olmedo",Guayaquil,,Ecuador,13,32982
SAL,"El Salvador Intl","San Salvador",,"El Salvador",UIO,"Mariscal Sucre Intl",Quito,,Ecuador,18,32670
BOG,"El Dorado Intl",Bogota,,Colombia,SJU,"Luis Munoz Marin Int","San Juan",PR,"United States",12,32170
SAP,"Ramon V. Morales Intl","San Pedro Sula",,Honduras,PTY,"Tocumen Intl, Panama R","Panama City",,Panama,27,31958
SAL,"El Salvador Intl","San Salvador",,"El Salvador",RTB,"Juan Manuel Galvez",Roatan,,Honduras,10,31076
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,ROS,"Islas Malvinas",Rosario,SF,Argentina,26,30840
SAP,"Ramon V. Morales Intl","San Pedro Sula",,Honduras,FLL,"Ft Lauderdale Intl","Fort Lauderdale",FL,"United States",7,30438
BOG,"El Dorado Intl",Bogota,,Colombia,VLN,"Arturo Michelena Intl",Valencia,,Venezuela,6,30240
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,CMN,"Mohammed V",Casablanca,,Morocco,20,30240
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,MUC,"Franz Josef Strauss International",Munich,,Germany,15,29890
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,ATL,"Hartsfield-Jackson ATL",Atlanta,GA,"United States",35,29542
CCS,"Simon Bolivar International",Caracas,,Venezuela,GYE,"Jose Joaquin de Olmedo",Guayaquil,,Ecuador,10,29418
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,JDO,"O. Bezerra de Menezes","Juazeiro Do Norte",CE,Brazil,10,27558
SAL,"El Salvador Intl","San Salvador",,"El Salvador",CLO,"Alfonso B Aragon International",Cali,,Colombia,28,26898
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,AGT,"Guarani International Airport","Ciudad Del Este",,Paraguay,19,26682
SAL,"El Salvador Intl","San Salvador",,"El Salvador",HAV,"Jose Marti Intl",Havana,,Cuba,20,26448
BOG,"El Dorado Intl",Bogota,,Colombia,YYZ,"Lester B. Pearson Intl",Toronto,ON,Canada,6,25948
BOG,"El Dorado Intl",Bogota,,Colombia,EWR,"Newark Intl",Newark,NJ,"United States",7,25905
SAL,"El Salvador Intl","San Salvador",,"El Salvador",BZE,"Belize International","Belize City",,Belize,18,25860
SAL,"El Salvador Intl","San Salvador",,"El Salvador",ORD,"O'Hare International",Chicago-O'Hare,IL,"United States",11,25590
SAP,"Ramon V. Morales Intl","San Pedro Sula",,Honduras,IAH,"George Bush Intercontinental",Houston-Intercontinental,TX,"United States",28,25471
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,LAX,"Los Angeles Intl","Los Angeles",CA,"United States",11,25312
CCS,"Simon Bolivar International",Caracas,,Venezuela,PUJ,"Punta Cana International","Punta Cana",,"Dominican Republic",17,25086
CCS,"Simon Bolivar International",Caracas,,Venezuela,BNS,"Barinas Civil",Barinas,,Venezuela,7,24837
GRU,"Guarulhos Intl","Sao Paulo-Guarulhos",SP,Brazil,LAD,"4 De Fevereiro",Luanda,,Angola,5,24380
SAL,"El Salvador Intl","San Salvador",,"El Salvador",MAD,"Adolfo Suarez-Barajas",Madrid,,Spain,13,23913
CCS,"Simon Bolivar International",Caracas,,Venezuela,IAH,"George Bush Intercontinental",Houston-Intercontinental,TX,"United States",13,23858
