code,seats
MIA/FLL,910848
JFK/EWR/LGA,346552
IAH,216151
IAD/DCA/BWI,166628
LAX,159814
MCO,130464
ATL,74939
DFW,68318
ORD,57262
SJC/OAK/SFO,47670
SJU,27970
DTW,15935
