code,seats
MIA/FLL,1355072
JFK/EWR/LGA,425372
IAH,226004
IAD/DCA/BWI,200588
MCO,175465
LAX,175422
ATL,110560
DFW,107084
ORD,61462
SJC/OAK/SFO,47670
SJU,32170
DTW,15935
