Origin,"Terminal Destination",Occurrences
BOG,MDE,800
BOG,CLO,716
BOG,CTG,651
BOG,PTY,557
CCS,PMV,496
BOG,BAQ,469
BOG,ADZ,403
BOG,LIM,397
BOG,BGA,382
BOG,SMR,371
BOG,CUC,313
CCS,MAR,305
GRU,SSA,295
GRU,POA,287
CCS,PZO,265
GRU,FOR,243
BOG,SCL,228
BOG,PEI,223
GRU,REC,220
CCS,PTY,216
GRU,CNF,211
CCS,AUA,209
BOG,CCS,189
GRU,BSB,183
BOG,MTR,182
GRU,CWB,179
CCS,BLA,176
BOG,MIA,164
GRU,SCL,163
BOG,EYP,163
CCS,BOG,160
BOG,GYE,146
GRU,PTY,143
BOG,MEX,141
BOG,AXM,140
CCS,CUR,139
BOG,VUP,137
BOG,NVA,137
GRU,GIG,132
GRU,EZE,125
BOG,MZL,123
BOG,FLL,121
BOG,JFK,116
CCS,VIG,115
GRU,SDU,111
GRU,CGB,110
GRU,VIX,107
GRU,MIA,107
GRU,FLN,106
BOG,UIO,105
GRU,BOG,102
CCS,MUN,101
GRU,LIM,100
GRU,MCZ,99
SAL,IAH,99
GRU,BEL,94
BOG,EOH,92
GRU,NAT,91
CCS,BRM,89
BOG,SAL,88
BOG,PVA,83
GRU,GYN,82
BOG,GRU,81
BOG,CUN,80
BOG,PSO,80
SAL,GUA,78
GRU,IGU,77
GRU,DOH,74
GRU,AEP,74
SAL,PTY,71
BOG,EZE,71
GRU,SLZ,69
CCS,STD,67
SAL,LIM,67
SAL,SJO,67
GRU,DXB,65
BOG,AUC,65
GRU,IST,63
CCS,MIA,63
BOG,EJA,63
GRU,CDG,62
GRU,MAO,62
GRU,JFK,60
GRU,FRA,58
GRU,CGR,58
GRU,MAD,57
GRU,AJU,57
GRU,LHR,57
SAL,FLL,56
CCS,LSP,55
BOG,CUZ,54
GRU,LIS,52
BOG,TCO,52
CCS,SDQ,50
BOG,LET,50
SAL,TGU,49
SAL,MIA,49
BOG,UIB,49
BOG,SJO,49
SAL,BOG,48
BOG,BLB,48
GRU,MCO,47
BOG,PUJ,44
SAP,TGU,42
GRU,MVD,41
BOG,RCH,41
CCS,LIM,40
GRU,BPS,39
BOG,IBE,39
BOG,PPN,39
GRU,JPA,38
CCS,MAD,38
CCS,LRV,37
CCS,EZE,37
GRU,MEX,36
SAP,SAL,36
BOG,IAH,34
BOG,SDQ,34
BOG,MAD,34
GRU,MXP,32
BOG,PUU,32
BOG,GUA,32
GRU,ASU,31
SAL,MGA,31
GRU,MGF,30
GRU,XAP,30
GRU,NVT,29
GRU,LDB,29
SAL,SAP,29
BOG,ATL,29
BOG,CUR,28
SAP,GUA,27
BOG,VVC,27
BOG,MCO,27
SAL,LAX,26
CCS,POS,25
SAP,FLL,25
BOG,FLA,25
BOG,LHR,25
SAP,MIA,24
GRU,IAH,23
CCS,FLL,23
CCS,CUM,23
SAP,IAH,23
GRU,THE,22
CCS,BNS,22
BOG,AQP,22
GRU,RAO,21
GRU,ATL,20
SAL,YYZ,20
SAL,MEX,20
BOG,GPI,20
BOG,AUA,20
CCS,SOM,19
SAP,RTB,19
GRU,PLU,18
GRU,LAX,18
GRU,CUN,18
CCS,PUJ,18
BOG,RVE,18
BOG,MVP,18
GRU,CAC,17
GRU,JNB,17
GRU,BCN,17
GRU,ADD,17
GRU,PET,17
CCS,SAL,17
SAL,MDE,17
GRU,EWR,16
CCS,GRU,16
SAL,RTB,16
SAP,LCE,16
BOG,PMV,16
BOG,LAX,16
BOG,MAR,16
GRU,UDI,15
GRU,FCO,15
GRU,COR,15
GRU,YYZ,15
GRU,PVH,15
GRU,PUJ,15
GRU,JDO,15
CCS,CAJ,15
GRU,AMS,15
SAL,CLO,15
SAL,ORD,15
SAL,GYE,15
BOG,DFW,15
BOG,CDG,15
BOG,CZU,15
GRU,JTC,14
CCS,SFD,14
CCS,MEX,14
CCS,HAV,14
BOG,IQT,14
BOG,PAC,14
GRU,AGT,13
GRU,IAD,13
CCS,CUN,13
GRU,MUC,13
GRU,RIA,13
CCS,JFK,13
SAL,UIO,13
GRU,LAD,12
GRU,ORD,12
GRU,DOU,12
GRU,PPB,12
GRU,IOS,12
GRU,VVI,12
GRU,UIO,12
SAL,DFW,12
SAL,IAD,12
BOG,LPB,12
BOG,SJU,12
BOG,LQM,12
BOG,HAV,12
BOG,YYZ,12
BOG,FRA,12
CCS,GYE,11
GRU,PMW,11
CCS,IAH,11
BOG,PCR,11
BOG,ESM,11
BOG,AEP,11
BOG,VGZ,11
BOG,EWR,11
GRU,IMP,10
GRU,FEN,10
GRU,JOI,10
CCS,MDE,10
CCS,UIO,10
CCS,BON,10
GRU,SJP,10
CCS,PYH,10
CCS,SCL,10
SAL,JFK,10
BOG,PDA,10
BOG,BCN,10
BOG,BLA,10
BOG,GIG,10
GRU,DFW,9
CCS,GEO,9
GRU,MCP,9
CCS,CLO,9
CCS,MCO,9
SAL,HAV,9
SAL,BZE,9
SAL,LCE,9
SAL,CCS,9
BOG,PIU,9
BOG,CLT,9
BOG,BUN,9
BOG,VVI,9
BOG,VLN,9
GRU,PFB,8
GRU,VDC,8
GRU,CCS,8
