Origin,"Terminal Destination",Occurrences
BOG,MDE,806
BOG,CLO,668
BOG,CTG,611
BOG,PTY,541
BOG,BAQ,485
CCS,PMV,482
BOG,LIM,432
BOG,BGA,413
BOG,SMR,391
BOG,ADZ,363
CCS,PZO,325
GRU,SSA,315
BOG,CUC,293
GRU,POA,286
GRU,FOR,264
CCS,MAR,252
BOG,SCL,229
GRU,REC,222
CCS,AUA,220
GRU,CNF,214
GRU,CWB,213
BOG,PEI,208
CCS,PTY,205
BOG,CCS,204
BOG,MTR,186
BOG,MIA,184
GRU,SCL,179
CCS,BLA,169
BOG,EYP,169
BOG,MEX,165
GRU,BSB,156
GRU,FLN,145
GRU,PTY,144
BOG,NVA,140
GRU,GIG,136
CCS,BOG,132
BOG,GYE,126
BOG,VUP,124
BOG,AXM,123
BOG,MZL,121
CCS,VIG,121
GRU,SDU,121
CCS,CUR,119
BOG,EOH,115
CCS,MUN,113
BOG,JFK,113
GRU,CGB,111
SAL,IAH,109
CCS,BRM,102
BOG,FLL,102
GRU,VIX,102
GRU,EZE,102
GRU,MCZ,95
GRU,AEP,94
GRU,LIM,93
BOG,PSO,92
GRU,MIA,91
SAL,GUA,89
BOG,UIO,87
CCS,STD,84
BOG,SAL,83
BOG,CUN,83
GRU,CDG,82
GRU,NAT,81
GRU,BEL,81
BOG,PVA,80
GRU,IGU,79
BOG,GRU,75
GRU,SLZ,74
SAL,LIM,71
BOG,EZE,67
SAL,SJO,67
GRU,DOH,67
BOG,AUC,65
BOG,EJA,65
GRU,MAO,65
SAL,PTY,64
BOG,TCO,61
GRU,GYN,61
BOG,SJO,58
GRU,LIS,58
GRU,DXB,58
CCS,LSP,56
CCS,MIA,56
GRU,JFK,56
GRU,JPA,56
SAL,FLL,55
GRU,BOG,55
GRU,MAD,54
GRU,IST,54
BOG,MAD,53
BOG,PPN,53
GRU,CGR,53
GRU,LHR,53
GRU,AJU,52
BOG,LET,51
GRU,FRA,50
BOG,PUJ,47
SAP,SAL,47
SAL,MIA,46
CCS,SDQ,45
BOG,BLB,45
BOG,CUZ,45
BOG,RCH,43
BOG,SDQ,42
SAP,TGU,39
SAL,MGA,39
BOG,PUU,38
GRU,THE,37
GRU,BPS,37
GRU,MVD,37
SAL,BOG,36
GRU,LDB,36
GRU,MEX,36
BOG,IBE,35
SAL,TGU,35
SAL,LAX,35
CCS,LIM,34
BOG,VVC,34
SAL,SAP,34
BOG,UIB,32
BOG,GUA,32
SAP,GUA,32
GRU,ASU,32
CCS,MAD,31
CCS,EZE,30
BOG,FLA,30
BOG,IAH,29
SAP,FLL,28
GRU,NVT,28
GRU,MGF,27
CCS,CUM,26
SAL,MEX,26
BOG,ATL,25
GRU,MCO,25
SAP,MIA,24
GRU,RAO,24
BOG,RVE,23
CCS,POS,23
BOG,AQP,23
GRU,XAP,23
GRU,BCN,23
CCS,FLL,22
CCS,LRV,22
BOG,AUA,22
GRU,LAX,22
CCS,PUJ,21
CCS,SOM,21
BOG,LQM,20
SAP,IAH,20
CCS,JFK,19
BOG,LHR,19
CCS,GRU,19
BOG,MCO,19
BOG,LAX,19
BOG,CUR,19
BOG,MAR,19
SAL,UIO,19
GRU,IOS,19
GRU,PPB,19
GRU,VVI,19
GRU,ATL,19
GRU,AUH,19
CCS,BNS,18
CCS,HAV,18
BOG,IQT,18
BOG,DFW,18
SAL,MDE,18
GRU,MXP,18
GRU,CUN,18
GRU,MUC,18
GRU,PVH,18
CCS,SCL,17
CCS,CUN,17
BOG,CDG,17
BOG,ESM,17
SAP,RTB,17
GRU,FCO,17
GRU,PET,17
CCS,MEX,16
CCS,MDE,16
BOG,HAV,16
BOG,APO,16
SAL,DFW,16
CCS,PYH,15
BOG,SJU,15
BOG,PMV,15
BOG,PZO,15
BOG,MGA,15
SAL,YYZ,15
GRU,ZRH,15
GRU,AMS,15
GRU,JOI,15
BOG,MVP,14
BOG,MTY,14
BOG,PCR,14
BOG,AEP,14
SAL,RTB,14
GRU,UIO,14
GRU,PUJ,14
GRU,UDI,14
CCS,SAL,13
BOG,BCN,13
BOG,GPI,13
BOG,VLN,13
SAP,PTY,13
SAL,SFO,13
SAL,GYE,13
BOG,VGZ,13
GRU,EWR,13
GRU,ORD,13
GRU,CAC,13
GRU,AGT,13
GRU,CCS,13
GRU,IAH,13
GRU,PLU,13
BOG,LPB,12
BOG,FRA,12
SAL,BZE,12
BOG,CZU,12
GRU,AUA,12
GRU,COR,12
GRU,GYE,12
GRU,RIA,12
GRU,CMN,12
GRU,YYZ,12
CCS,GYE,11
CCS,CDG,11
CCS,FCO,11
CCS,SFD,11
BOG,COR,11
CCS,CAJ,11
BOG,CLT,11
SAL,IAD,11
SAL,ATL,11
GRU,DOU,11
GRU,MCP,11
GRU,JDO,11
BOG,PIU,10
BOG,MDZ,10
CCS,CTG,10
BOG,GIG,10
BOG,SJE,10
SAL,EWR,10
GRU,PMW,10
GRU,ROS,10
GRU,DFW,10
GRU,JNB,10
BOG,PAC,9
BOG,DEN,9
BOG,BUN,9
BOG,IAD,9
SAL,CLO,9
SAL,FRS,9
GRU,BRC,9
GRU,JTC,9
CCS,UIO,8
CCS,CZE,8
CCS,CLT,8
BOG,MUN,8
BOG,TGU,8
BOG,CCP,8
BOG,ORD,8
BOG,ANF,8
SAL,ORD,8
GRU,PMC,8
CCS,LFR,7
BOG,TPP,7
CCS,IAH,7
CCS,GND,7
BOG,EWR,7
SAP,MEX,7
BOG,TRU,7
SAL,MCO,7
BOG,IPC,7
GRU,IAD,7
GRU,MDZ,7
GRU,LAD,7
GRU,SJO,7
CCS,TAB,6
CCS,BON,6
BOG,BLA,6
BOG,JUL,6
BOG,YYZ,6
SAP,LCE,6
SAL,SCL,6
SAL,CCS,6
GRU,CRD,6
GRU,ADD,6
GRU,LPB,6
GRU,SFO,6
GRU,VIE,6
GRU,CTG,6
GRU,BOS,6
GRU,CUZ,6
GRU,GUA,6
GRU,BRA,6
CCS,GEO,5
CCS,ATL,5
BOG,FOR,5
CCS,EWR,5
CCS,MAO,5
CCS,FRA,5
BOG,PDA,5
SAP,LIM,5
SAL,JFK,5
SAL,MAD,5
BOG,IQQ,5
SAL,LIR,5
BOG,BOS,5
GRU,STM,5
GRU,IMP,5
GRU,LAS,5
GRU,AKL,5
GRU,SID,5
GRU,CLO,5
GRU,VDC,5
GRU,CBB,5
CCS,CLO,4
CCS,SLU,4
CCS,SJU,4
CCS,SXM,4
BOG,MEC,4
BOG,PMC,4
BOG,CPO,4
BOG,CUE,4
BOG,GDL,4
SAP,LGA,4
SAP,ATL,4
SAP,JFK,4
BOG,ZCO,4
BOG,PTX,4
BOG,CIX,4
BOG,PHX,4
SAL,CLT,4
SAL,BAQ,4
BOG,SFO,4
SAL,LGA,4
SAL,BWI,4
BOG,LGA,4
SAL,CUC,4
SAL,IND,4
SAL,LAS,4
BOG,MVD,4
BOG,RTB,4
GRU,MNL,4
GRU,FLL,4
GRU,CMG,4
GRU,GVA,4
GRU,FEN,4
GRU,TXL,4
GRU,UBA,4
GRU,ANF,4
GRU,SJP,4
GRU,MAB,4
GRU,LGW,4
GRU,AFL,4
GRU,PFB,4
GRU,SDQ,4
CCS,MGA,3
CCS,LAX,3
CCS,ORD,3
CCS,MCO,3
CCS,BAQ,3
CCS,BGI,3
CCS,LIS,3
CCS,GIG,3
BOG,AMS,3
BOG,CBB,3
CCS,LHR,3
BOG,DAV,3
BOG,YUL,3
BOG,BSC,3
BOG,TGZ,3
BOG,SSA,3
SAP,SJO,3
BOG,LSC,3
SAP,MCO,3
SAP,MDE,3
SAP,BOS,3
BOG,MID,3
SAL,HAV,3
BOG,TCQ,3
SAL,DEN,3
SAL,BOS,3
SAL,SEA,3
SAL,MTY,3
BOG,ASU,3
SAL,JAX,3
SAL,POS,3
SAL,DTW,3
BOG,LPD,3
BOG,USH,3
BOG,BRC,3
GRU,SKT,3
BOG,IGU,3
GRU,YVR,3
GRU,RGL,3
GRU,CPV,3
GRU,ZCO,3
BOG,MSY,3
GRU,DUS,3
GRU,MAN,3
GRU,VCE,3
BOG,OCC,3
GRU,NQN,3
GRU,DTW,3
GRU,MEL,3
GRU,IPN,3
GRU,OPS,3
GRU,OPO,3
GRU,FTE,3
GRU,PHX,3
GRU,DMM,3
GRU,MDE,3
GRU,YUL,3
GRU,MII,3
GRU,NRT,3
GRU,PDP,3
GRU,STR,3
GRU,LIN,3
GRU,ZAL,3
GRU,OTP,3
GRU,IZA,3
BOG,PHL,3
GRU,BGI,3
GRU,TPA,3
GRU,CMB,3
GRU,MCT,3
GRU,CPH,3
CCS,SSA,2
CCS,MUC,2
CCS,SFO,2
CCS,SMR,2
CCS,ROS,2
CCS,ALC,2
CCS,BCN,2
CCS,TRU,2
CCS,KIN,2
CCS,BSB,2
CCS,VLV,2
CCS,FNC,2
CCS,SJO,2
CCS,VCE,2
CCS,PEI,2
CCS,AMS,2
CCS,DAV,2
CCS,LGA,2
CCS,SVO,2
BOG,STT,2
CCS,YYZ,2
BOG,DCA,2
CCS,GUA,2
BOG,LSP,2
CCS,GAO,2
BOG,TLC,2
BOG,DTW,2
BOG,ROS,2
BOG,DXB,2
SAP,DFW,2
SAP,GDL,2
SAP,MGA,2
BOG,BON,2
BOG,MAN,2
SAL,CUN,2
SAL,MSP,2
SAL,SJC,2
SAL,LCE,2
SAL,BNA,2
BOG,GPS,2
BOG,ACR,2
