Origin,"Terminal Destination",Occurrences
GRU,CUZ,7
BOG,BLA,7
BOG,COR,7
GRU,IMP,7
SAL,SCL,7
CCS,FRA,7
CCS,GEO,7
CCS,BON,7
GRU,CLO,6
GRU,CJC,6
GRU,GYE,6
GRU,MDE,6
BOG,IAD,6
GRU,FEN,6
BOG,MUN,6
BOG,MGA,6
BOG,VSA,6
GRU,MOC,6
BOG,IQQ,6
GRU,CMG,6
GRU,AUH,6
BOG,LPB,6
SAL,PHL,6
SAP,LCE,6
SAP,ATL,6
SAP,JFK,6
CCS,ATL,6
CCS,CLO,6
GRU,SJO,5
GRU,CTG,5
GRU,AFL,5
GRU,BRA,5
BOG,DEN,5
BOG,TRU,5
GRU,PFB,5
BOG,CPO,5
GRU,ORY,5
BOG,PTX,5
GRU,PMC,5
BOG,ORD,5
BOG,PIU,5
BOG,YUL,5
BOG,FRS,5
BOG,MVD,5
BOG,CCP,5
SAL,SJU,5
SAL,LIR,5
SAL,MAD,5
SAP,MEX,5
CCS,CLT,5
CCS,TAB,5
CCS,AMS,5
GRU,LAS,4
GRU,BAH,4
GRU,AUA,4
GRU,OPS,4
GRU,CRD,4
GRU,UBA,4
GRU,HKG,4
GRU,IQQ,4
GRU,SDQ,4
BOG,AMS,4
BOG,FOR,4
BOG,SFO,4
BOG,BRC,4
BOG,MBJ,4
BOG,DXB,4
BOG,BWI,4
BOG,IPC,4
BOG,JUL,4
BOG,GDL,4
BOG,DUS,4
BOG,LGA,4
GRU,GUA,4
GRU,BLA,4
GRU,SJP,4
BOG,PAC,4
BOG,BRM,4
BOG,CIX,4
GRU,MCT,4
BOG,LOH,4
SAL,CLT,4
SAL,ATL,4
SAL,HAV,4
SAL,EWR,4
SAP,ORD,4
SAP,MGA,4
SAP,EWR,4
CCS,CUC,4
CCS,PEI,4
CCS,ORD,4
CCS,BOS,4
CCS,PHL,4
CCS,LPB,4
GRU,PHL,3
GRU,RBR,3
GRU,BOM,3
GRU,BOD,3
GRU,AUX,3
GRU,LUO,3
GRU,LPB,3
GRU,HNL,3
GRU,DUS,3
GRU,LGA,3
GRU,BOS,3
GRU,RGL,3
GRU,BRC,3
GRU,RDU,3
BOG,PHL,3
GRU,BHI,3
GRU,TXL,3
BOG,IGU,3
GRU,SNA,3
BOG,LSC,3
BOG,LMC,3
GRU,YUL,3
BOG,KIN,3
BOG,LGW,3
GRU,DEN,3
GRU,CUR,3
BOG,CUU,3
BOG,LPD,3
GRU,ATH,3
GRU,PDP,3
GRU,ANF,3
GRU,PNZ,3
BOG,PVG,3
GRU,IKA,3
GRU,CAI,3
BOG,IGR,3
GRU,CLT,3
BOG,SAP,3
BOG,SSA,3
GRU,RGA,3
GRU,SJU,3
GRU,STM,3
GRU,PER,3
BOG,FLN,3
BOG,LIS,3
BOG,VVI,3
BOG,LRV,3
BOG,RNG,3
BOG,BGI,3
SAL,MDW,3
SAL,PUJ,3
SAL,SMF,3
SAL,DEN,3
SAL,LGA,3
SAL,YVR,3
SAL,BOS,3
SAL,BWI,3
SAL,EZE,3
SAP,MCO,3
SAP,GDL,3
CCS,SJO,3
CCS,BGA,3
CCS,YYZ,3
CCS,BCN,3
CCS,FNC,3
CCS,BAQ,3
CCS,SMR,3
CCS,SJU,3
CCS,MGA,3
CCS,GUA,3
CCS,SXM,3
CCS,LFR,3
CCS,ADZ,3
GRU,MBJ,2
GRU,AAL,2
BOG,VER,2
GRU,CBB,2
GRU,WAW,2
GRU,DEL,2
GRU,TLS,2
GRU,LYS,2
GRU,DUB,2
GRU,NCE,2
GRU,SMR,2
GRU,PBM,2
GRU,STL,2
GRU,SIN,2
GRU,VKO,2
GRU,NRT,2
GRU,TUN,2
GRU,TLV,2
GRU,SVQ,2
GRU,FTE,2
GRU,SAW,2
BOG,BOS,2
GRU,GVA,2
GRU,EQS,2
GRU,ARI,2
BOG,MDZ,2
GRU,OPO,2
BOG,TPE,2
BOG,ASU,2
GRU,DME,2
BOG,BSB,2
GRU,RAI,2
GRU,IBE,2
BOG,AGT,2
GRU,BGI,2
BOG,ARI,2
GRU,SLA,2
BOG,PHX,2
BOG,SAW,2
GRU,CCP,2
GRU,LSC,2
BOG,CBB,2
GRU,NAP,2
BOG,OKC,2
BOG,TBP,2
GRU,VGO,2
BOG,PVR,2
GRU,TUC,2
BOG,POA,2
BOG,LSP,2
BOG,PIT,2
BOG,ICN,2
BOG,NAS,2
GRU,EBL,2
GRU,SVO,2
GRU,PMV,2
GRU,YWG,2
BOG,CUL,2
BOG,LAS,2
BOG,CJC,2
GRU,TCQ,2
BOG,SOM,2
GRU,REL,2
GRU,LGW,2
BOG,JAU,2
BOG,RSW,2
GRU,UAQ,2
BOG,MDW,2
GRU,BVB,2
BOG,DTW,2
GRU,SFN,2
BOG,YQR,2
BOG,MCZ,2
GRU,PMI,2
BOG,SCY,2
GRU,CPH,2
GRU,CPV,2
GRU,KUL,2
GRU,CMB,2
BOG,TGZ,2
BOG,NRT,2
GRU,PHX,2
GRU,JED,2
GRU,GVR,2
GRU,PVG,2
SAL,CUZ,2
SAL,DTW,2
SAL,BOC,2
SAL,CVG,2
SAL,CUN,2
SAL,AUS,2
SAL,SAT,2
BOG,SNU,2
SAL,VVI,2
SAL,MTY,2
SAL,CTG,2
SAL,MSP,2
BOG,TPA,2
SAL,SNA,2
SAL,IST,2
SAL,MSY,2
SAL,SLC,2
SAL,MEM,2
SAL,TZA,2
SAL,HKG,2
SAL,PHX,2
SAL,SYQ,2
SAL,MCO,2
SAL,ADZ,2
SAL,HNL,2
SAL,CLE,2
SAL,SDQ,2
SAL,LAS,2
SAL,IQT,2
SAP,SFO,2
SAP,DEN,2
SAP,SJO,2
SAP,BWI,2
SAP,LIM,2
SAP,LGA,2
CCS,CZM,2
CCS,SLU,2
CCS,NAS,2
CCS,LIS,2
CCS,LAX,2
CCS,VVI,2
CCS,EJA,2
CCS,PSO,2
CCS,LHR,2
GRU,MLE,1
GRU,YHZ,1
GRU,NBO,1
BOG,YVR,1
GRU,IZA,1
GRU,ASR,1
GRU,ISB,1
BOG,PAP,1
GRU,CLE,1
GRU,MDW,1
BOG,ACA,1
GRU,AGA,1
GRU,BNE,1
BOG,ZCO,1
BOG,CNF,1
GRU,MUX,1
BOG,PAZ,1
GRU,RES,1
GRU,BAQ,1
BOG,AMM,1
BOG,CGN,1
BOG,TUN,1
GRU,VCE,1
BOG,EDI,1
GRU,POZ,1
GRU,PLZ,1
GRU,STI,1
BOG,OAX,1
GRU,PAV,1
GRU,LBB,1
GRU,ORF,1
GRU,AGP,1
GRU,MYR,1
BOG,DUB,1
GRU,CFB,1
BOG,USH,1
GRU,TIJ,1
GRU,LPL,1
GRU,ADB,1
BOG,GPS,1
GRU,CGK,1
GRU,URG,1
GRU,AGU,1
GRU,NUE,1
BOG,ROS,1
GRU,RNO,1
GRU,CPO,1
GRU,MNL,1
GRU,ICN,1
GRU,ABZ,1
GRU,SVD,1
GRU,STN,1
BOG,CJA,1
GRU,MAB,1
GRU,BWI,1
GRU,NKC,1
GRU,ROO,1
GRU,GEO,1
BOG,SYR,1
GRU,MQP,1
BOG,NTE,1
BOG,DGO,1
BOG,MAN,1
GRU,OGL,1
GRU,AQP,1
BOG,SVO,1
GRU,SLC,1
BOG,YEG,1
BOG,ACR,1
GRU,MSQ,1
GRU,LUX,1
BOG,TFN,1
GRU,DCA,1
GRU,BRU,1
GRU,AUS,1
GRU,PEK,1
GRU,BSL,1
BOG,TFS,1
BOG,HUU,1
BOG,RTB,1
GRU,HND,1
GRU,SSH,1
GRU,LPA,1
BOG,RIX,1
GRU,MEL,1
BOG,PMI,1
GRU,TZX,1
GRU,CFU,1
BOG,CMH,1
BOG,JTC,1
GRU,ALG,1
GRU,TJA,1
GRU,KHI,1
GRU,KBL,1
GRU,BVH,1
GRU,TGU,1
BOG,BIO,1
BOG,ANU,1
GRU,PDX,1
BOG,YYT,1
BOG,CMN,1
BOG,GRX,1
GRU,CID,1
GRU,GRX,1
GRU,HOU,1
GRU,AFA,1
GRU,IPN,1
BOG,CPH,1
GRU,KYA,1
BOG,TAM,1
GRU,MED,1
GRU,SJD,1
BOG,ZRH,1
BOG,ZCL,1
GRU,SVG,1
GRU,TFF,1
BOG,SLC,1
GRU,TUU,1
GRU,CTU,1
GRU,EDI,1
GRU,ADZ,1
GRU,ILM,1
GRU,FNC,1
BOG,CHS,1
BOG,YOW,1
GRU,SXF,1
BOG,HOU,1
GRU,MMX,1
GRU,CPT,1
BOG,VGO,1
BOG,AGU,1
GRU,VSA,1
GRU,SJJ,1
BOG,ANC,1
BOG,QRO,1
BOG,STL,1
GRU,SKG,1
GRU,DAV,1
GRU,DAL,1
GRU,STT,1
GRU,BKK,1
BOG,CAI,1
GRU,PEW,1
GRU,LHE,1
GRU,ATM,1
GRU,LUN,1
GRU,SRE,1
BOG,NCL,1
GRU,JUL,1
BOG,TIJ,1
GRU,SCQ,1
BOG,BNA,1
GRU,LJU,1
GRU,FLL,1
GRU,AYT,1
GRU,RSW,1
GRU,HAJ,1
GRU,CJA,1
GRU,ZAG,1
BOG,SVI,1
BOG,BRU,1
BOG,BEL,1
BOG,BJX,1
GRU,BEY,1
BOG,PCL,1
BOG,MPL,1
GRU,TPA,1
BOG,MAH,1
GRU,EZS,1
BOG,ISP,1
GRU,SYD,1
BOG,HEL,1
GRU,PEI,1
GRU,ARN,1
GRU,LCG,1
GRU,TAO,1
GRU,ISU,1
GRU,TER,1
GRU,BRI,1
GRU,TBS,1
GRU,GCM,1
GRU,VLC,1
GRU,CPC,1
BOG,JPA,1
GRU,HGH,1
BOG,DAV,1
GRU,SEA,1
BOG,AYP,1
GRU,BJV,1
GRU,HEL,1
BOG,YYC,1
GRU,ALA,1
BOG,YQM,1
GRU,STR,1
GRU,SNN,1
BOG,GVA,1
GRU,KIN,1
GRU,SYR,1
GRU,HOR,1
BOG,OPO,1
GRU,LIR,1
BOG,PJM,1
GRU,ELQ,1
GRU,VIG,1
SAL,AYP,1
SAL,GDL,1
SAL,POA,1
BOG,ATH,1
BOG,DME,1
BOG,NQU,1
SAL,MZL,1
BOG,NVT,1
BOG,IST,1
BOG,CPE,1
SAL,AEP,1
BOG,MXL,1
BOG,CGB,1
SAL,CIX,1
SAL,SEA,1
BOG,RUT,1
BOG,LIR,1
BOG,ATA,1
SAL,GGT,1
SAL,LCE,1
SAL,TYR,1
SAL,LRD,1
SAL,BLA,1
SAL,ELP,1
BOG,NAP,1
SAL,CDG,1
SAL,SMR,1
SAL,PCL,1
BOG,MUC,1
BOG,SNN,1
BOG,MEC,1
SAL,YHZ,1
SAL,SDF,1
SAL,LGB,1
SAL,PIT,1
SAL,YYC,1
SAL,TRU,1
SAL,CYO,1
SAL,HMO,1
SAL,LOH,1
SAL,HPN,1
SAL,USA,1
SAL,CRP,1
SAL,LPB,1
SAL,PNS,1
BOG,TUL,1
SAL,BAQ,1
SAL,CHS,1
SAL,TIJ,1
SAL,PVG,1
BOG,ANS,1
BOG,TCQ,1
BOG,FCO,1
SAL,PUU,1
SAL,TMU,1
BOG,HAM,1
BOG,MTT,1
BOG,CWB,1
SAL,LGW,1
BOG,REX,1
SAL,ICT,1
SAL,PAC,1
SAL,AQP,1
SAL,GRU,1
SAL,BNA,1
BOG,STR,1
SAL,ITM,1
SAL,TPA,1
SAL,SHV,1
SAL,ICN,1
BOG,NAT,1
SAL,SAN,1
SAL,DAV,1
SAL,CUL,1
SAL,LSP,1
BOG,LAP,1
SAL,TPE,1
SAL,FPO,1
SAL,MDZ,1
SAL,MBJ,1
BOG,STT,1
SAL,MVD,1
BOG,PBC,1
BOG,GYN,1
SAL,NRT,1
SAL,FAR,1
SAL,NCE,1
SAL,FOC,1
SAL,ABQ,1
SAL,TCO,1
SAP,STL,1
SAP,EZE,1
SAP,PLS,1
BOG,AUS,1
SAP,GCM,1
BOG,RUH,1
SAP,BNA,1
SAP,UIO,1
SAP,VIE,1
SAP,BAQ,1
SAP,SCL,1
SAP,MDW,1
BOG,MKE,1
SAP,PIT,1
SAP,EYW,1
SAP,GYE,1
SAP,MDE,1
SAP,PHL,1
SAP,ZRH,1
SAP,PAP,1
BOG,HMO,1
SAP,LAS,1
SAP,CLT,1
SAP,CCS,1
SAP,DAL,1
BOG,XRY,1
SAP,HPN,1
SAP,UII,1
BOG,DCA,1
CCS,CLE,1
CCS,LGA,1
CCS,MCZ,1
CCS,FMA,1
CCS,VLV,1
CCS,IQT,1
CCS,FLR,1
CCS,EOH,1
CCS,FOR,1
CCS,CUZ,1
CCS,AXM,1
CCS,DAV,1
CCS,DXB,1
CCS,DCA,1
CCS,RIC,1
CCS,BRU,1
CCS,SFO,1
CCS,BWI,1
CCS,CPH,1
CCS,GDL,1
CCS,HNL,1
CCS,MZL,1
CCS,FLN,1
CCS,TFN,1
CCS,PMI,1
CCS,FPO,1
CCS,BLQ,1
CCS,LSC,1
CCS,MRS,1
CCS,GIG,1
CCS,MDZ,1
CCS,GCM,1
CCS,BSB,1
CCS,NCE,1
CCS,MXP,1
CCS,TLV,1
CCS,BGI,1
CCS,POA,1
CCS,LYS,1
CCS,GND,1
CCS,MBJ,1
CCS,ROS,1
CCS,DEN,1
CCS,MDW,1
CCS,GRK,1
CCS,GVA,1
CCS,HOU,1
CCS,KBP,1
CCS,LGW,1
CCS,LET,1
CCS,VUP,1
CCS,EWR,1
CCS,LBA,1
CCS,SCQ,1
CCS,SAP,1
CCS,OPO,1
CCS,MZT,1
CCS,ORY,1
CCS,SVQ,1
CCS,OAK,1
CCS,TIJ,1
CCS,MVD,1
CCS,IAD,1
CCS,YHZ,1
CCS,RAK,1
CCS,IST,1
CCS,TNG,1
CCS,ANU,1
CCS,MAN,1
CCS,SCU,1
