"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.38670140874783,0.273170126449513,5.07632890452286,5.70774503692767e-06
"real_100000",11.3392889687673,0.531653440114247,21.3283468387426,9.25051328607355e-27
