"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.04428046277497,0.271238402468773,3.85004650252355,0.000330697673462688
"real_100000",11.2158840195904,0.58127728057983,19.2952389407039,4.32646316979303e-25
