"code","seats","case_count"
"CA",394702.08,13
"DC",198903.2,3
"FL",1192939.6,35
"GA",344265.6,7
"IL",103611.04,3
"MI",9574.56,1
"NJ",119045.44,1
"NY",218052.32,7
"PR",1046.4,0
"TX",816069.92,13
"AL",0,4
"AZ",0,1
"CO",0,2
"DE",0,1
"IA",0,3
"IN",0,1
"KS",0,1
"KY",0,1
"LA",0,2
"MD",0,3
"ME",0,1
"MN",0,1
"MO",0,1
"MT",0,1
"NC",0,6
"NE",0,2
"NH",0,1
"OH",0,6
"OK",0,2
"OR",0,2
"PA",0,6
"TN",0,1
"UT",0,1
"WA",0,2
"WV",0,1
