"code","seats"
"DFW",123902.48
"DTW",13315.44
"HSV/BHM",379128.16
"IAD/DCA/BWI",160535.2
"IAH",506562.24
"JFK/EWR/LGA/HPN",571125.12
"LAX",251127.28
"MCO",132326
"MIA/FLL",1125795.6
"ORD",97140.8
"SJC/OAK/SFO",61214.4
"SJU",1046.4
