Origin,Origin Name,Origin City,Origin State,Origin Country,Destination,Destination Name,Destination City,Destination State,Destination Country,Occurrences,Total Seats
BOG,El Dorado Intl,Bogota,,Colombia,LMC,La Macarena,La Macarena,,Colombia,2,216
BOG,El Dorado Intl,Bogota,,Colombia,RVE,Los Colonizadores,Saravena,,Colombia,2,216
BOG,El Dorado Intl,Bogota,,Colombia,SJE,Jorge E. Gonzalez T.,San Jose Del Guaviar,,Colombia,3,216
BOG,El Dorado Intl,Bogota,,Colombia,MVP,Fabio A. Leon Bentley,Mitu,,Colombia,2,152
BOG,El Dorado Intl,Bogota,,Colombia,PTX,Pitalito Airport,Pitalito,,Colombia,2,144
BOG,El Dorado Intl,Bogota,,Colombia,VLN,Arturo Michelena Intl,Valencia,,Venezuela,1,144
BOG,El Dorado Intl,Bogota,,Colombia,SJU,Luis Munoz Marin Int,San Juan,PR,United States,1,120
BOG,El Dorado Intl,Bogota,,Colombia,BGI,Grantley Adams International,Bridgetown,,Barbados,1,100
BOG,El Dorado Intl,Bogota,,Colombia,APO,Carepa-A.R. Betancourt,Apartado,,Colombia,1,72
BOG,El Dorado Intl,Bogota,,Colombia,BUN,Gerardo Tobar Lopez,Buenaventura,,Colombia,1,72
BOG,El Dorado Intl,Bogota,,Colombia,VGZ,Villagarzon,Villagarzon,,Colombia,1,72
No data,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,424750
